TABLE,"QQ(kt,t,v)",,,Y1,Y2,Y3,X1,X2,X3,X4,X5,F1,F2
,602,.,92,6793320000,34817.12,20552.45,469481446.6,178,67301688400000,549143028000,0,18387.12,25.425248
,641,.,92,5702915000,130946.13,25802.1,278646333.8,250,58670722600000,39127200000,406800000000,68875.79,4.554576
,708,.,92,2107722000,27823.74,7576.69,195614303.1,244,22520081400000,55843200000,0,14634.55,7.144432
,709,.,92,7453272000,74937.53,33006.99,307502088.1,374,73929416200000,68058900000,0,39403.95,8.707277
,728,.,92,3848548000,65503.11,12851.4,289594807.3,381,40333230400000,70968424800,0,34473.36,9.079383
,856,.,92,3260246000,22010.07,12434.94,189745898.6,158,32560967200000,36485097600,0,11596.61,2.089746
,861,.,92,4044444000,120551.05,34112.09,229971323.6,292,43396823800000,56425059600,0,63374.91,2.128445
,862,.,92,306389590,8335.27,1675.77,91260105.01,103,3527527400000,30944512200,0,4379.36,1.951323
,863,.,92,349509200,7459.42,1308.18,71201573.66,88,3860460200000,44907072000,0,3928.11,1.973649
,864,.,92,884266500,20780.33,3245.63,143994081,149,9654657800000,127572900000,0,10936.18,12.931422
,876,.,92,3334606000,123064.94,30680.25,276777370.4,295,38847653000000,0,60627200000,64777.95,0
,879,.,92,1644850000,7543.23,9645.53,553906070.6,342,20958970400000,0,338100000000,4290.96,0
,887,.,92,7471660000,112996.1,25044.77,382015901.9,342,75176390800000,59863146000,0,59396.31,4.070838
,889,.,92,9040937900,236929.47,57649.29,352574194.8,273,92160022600000,57036000000,0,124672.31,2.887541
,983,.,92,9236310000,219126.65,61759.7,349785585.8,389,89771373600000,17340246000,0,115290.37,1.339581
,988,.,92,3021428000,45753.68,18621.71,343590221.3,330,29338886200000,100110771600,0,24079.8,10.346031
,991,.,92,551230000,6000.2,2078.39,123568975.9,104,6243411200000,57361689000,0,3154.04,3.978556
,994,.,92,9845661000,116587.81,27743.12,561079204.4,336,100987671000000,86922360000,0,117866.45,5.804851
,1004,.,92,124251400,3722.48,847.81,71408073.98,69,1666840800000,21865200000,0,1958,1.696803
,1008,.,92,1974000200,37164.99,10436.67,153808091.9,141,20960586200000,174346200000,0,19539.32,13.529768
,1012,.,92,2073866200,43942.32,8117.09,112438026.1,88,22568366800000,9340800000,15038100000,23096.26,0.833517
,1047,.,92,888536500,5087.71,5091.05,95367696.48,54,10960679800000,44100000000,0,2834.01,5.581588
,1250,.,92,2107465000,4080.86,8158.59,121121094.1,134,22878195000000,0,309303300000,4658.97,0
,1355,.,92,2508367000,38590.04,8537.59,142287180.3,158,26753704000000,50568000000,0,20309.95,5.120176
,1356,.,92,10351649000,114195.65,33357.42,396068979,233,105233096400000,151704000000,0,59996.65,15.360529
,1357,.,92,690191000,15338.23,3719.75,73454197.04,107,7958445600000,7644000000,0,8076.94,0.77398
,1364,.,92,7402985000,175916.95,24754.67,352170202.1,337,74815449800000,220500000000,89995000000,92541.47,19.535557
,1570,.,92,347905000,2584.98,1142.26,62737200.33,68,3663353600000,26649000000,0,1357.72,2.009372
,1606,.,92,1034897000,10513.24,4233.46,39280867.4,71,10068368400000,20401542000,0,5539.68,1.250276
,1695,.,92,1815779000,7580.11,6242.92,145948938.5,153,17892128800000,33860400000,0,3945.64,6.301985
,1745,.,92,2788495000,14808.34,10173.74,361629735.3,299,29980129600000,69016642800,0,7763.69,4.886494
,1943,.,92,198008400,732.97,1146.36,44303201.78,45,2372695800000,14700000000,0,413.97,1.488423
,2080,.,92,2164486900,7336.38,10806.54,114990337,162,24241666600000,57996615600,0,4133.16,4.46527
,2103,.,92,10960802000,163210.05,39321.1,563812827.5,464,112076099800000,396450600000,0,88451.98,51.276185
,2107,.,92,3619084000,77011.03,26867.83,210412751,244,37512872800000,47758200000,0,40559.77,6.176957
,2526,.,92,772904700,11093.92,2708.45,93421925.07,80,8321738000000,16817665200,0,5846.16,3.366814
,2527,.,92,1111452030,17912.63,4037.33,93642428.77,87,11867335800000,28875000000,0,9421.23,5.804851
,2535,.,92,2341236200,30963.56,6415.55,95887584.61,94,22030182600000,9318918000,0,16294.2,1.857552
,2549,.,92,4394552000,55595.93,20744.3,395528564.9,309,46335241600000,0,0,29281.68,0
,2554,.,92,3945876000,58467.99,11045.36,223715093.6,215,38677725600000,70643244000,0,30738.41,7.924366
,2642,.,92,1433971000,22981.1,4229.65,94931595.61,131,14909035400000,56221200000,0,12089.3,6.086163
,2706,.,92,2342846000,19465.62,9628.28,73986376.59,74,22803410600000,38124450000,0,10237.5,1.93495
,2718,.,92,2290656000,18781.94,6958.38,237172851.5,158,22989468400000,180783708000,0,9869.36,9.228225
,2721,.,92,1882723000,13880.41,5564.25,179597995.1,143,18563306200000,69076736400,0,7273.12,3.542448
,2727,.,92,10261981000,69490.52,27803.78,304400121.6,174,93093653400000,127325507400,0,36547.66,6.519294
,2790,.,92,373699900,1999.99,699.43,39140487.75,51,4812576400000,0,102200000,2786.55,0
,2850,.,92,14546093000,150676.28,61656.59,505932964.5,547,142924786800000,95327773800,0,79294.33,8.748953
,2864,.,92,2525328000,72446.06,13097.8,222478151.9,250,28233874000000,13878169200,0,38109.39,1.317255
,2872,.,92,8239596000,278673.25,50243.34,393357950.4,358,80640838200000,256405098600,0,146613.46,23.939802
,2876,.,92,8002324000,227980.07,50183,295331287.1,334,78169645400000,37739574600,0,119984.8,3.676406
,3098,.,92,2268137000,4486.68,11388.45,227134004.3,215,25529509000000,63679589400,0,16847.95,1.433352
,3130,.,92,1239245000,16484.48,4883.71,111158012.5,94,13780450400000,75247309200,0,8657.41,8.320287
,3131,.,92,3478716000,51086.4,12855.66,209468033.3,134,35111851200000,234738000000,0,26834.24,25.270452
,3138,.,92,1504578000,19624.33,7584.19,143424362.3,156,16845503200000,44099840400,0,10329.83,2.327894
,3140,.,92,8508883000,117417.13,24869.21,324711991.3,215,82954145800000,225127715400,0,61733.33,6.328776
,3149,.,92,9484153000,130860.03,26748.04,308590584.5,193,89130062600000,417631162200,0,68738.88,11.70645
,3178,.,92,2294310000,35168.65,10313.02,94082899.63,85,23238146000000,18614400000,0,18514.61,1.428886
,3297,.,92,3649078000,27750.07,15296.59,139539877.8,93,35807962400000,266130463200,0,14587.32,10.731533
,3497,.,92,5791230000,57537.06,17266.85,199118250.7,177,61677178000000,0,1809296400000,38354.86,0
,3644,.,92,1308130000,5378.61,4597.2,59861035.29,97,14588234200000,5292000000,0,2819.34,0.401874
,3775,.,92,4427989000,23919.87,17831.88,170877923.2,157,40872132800000,35902595400,0,12635.08,2.633021
,3776,.,92,1322837000,8610.13,3854.61,137491719.2,126,12911942800000,93085776000,0,4518.9,21.285943
,3788,.,92,1898169000,12136.83,5930.37,196907130.4,193,20296394400000,251071955400,0,6396.29,5.932856
,3796,.,92,1049125000,6349.74,4609.27,98707636.14,130,10570800600000,28812000000,0,3333.39,1.458655
,3936,.,92,1099075000,6642.14,4819.02,144503513.6,128,11075455800000,24501027600,0,3503.2,2.500551
,3945,.,92,134858000,1355.65,795.31,79440972.55,80,1757744200000,13028400000,0,710.86,0.982359
,3946,.,92,619121000,7508.02,4204.96,88274358.85,63,6392729600000,15397200000,0,3942.63,1.16097
,3947,.,92,4620259000,141404.26,30009.12,183980394.3,228,44310496600000,25664045400,0,74431.08,1.681918
,3948,.,92,6424616000,70819.73,28258.35,343516978.6,256,62224006000000,285177921000,0,37260.08,32.024917
,4054,.,92,1003841000,7027.99,4761.61,53559913.58,63,10470774000000,11942103600,0,3803.3,0.875193
,4072,.,92,1482389000,20410.02,7832.98,132649869.3,149,15474191600000,0,221944600000,10732.37,0
,4158,.,92,6050195000,22745.83,36134.36,228768685.2,251,67731145200000,72840600000,0,16545.36,5.492282
,4162,.,92,4462066000,18837.65,17921.24,188404667.5,208,47320882000000,31164000000,86444800000,16722.42,2.366593
,6002,.,92,12331692000,54034.01,35998.7,740344472.2,468,115547578600000,25445145600,2422645100000,28418.19,2.47376
,6004,.,92,8308793000,227016.99,26176.32,422804917.4,248,84381496200000,274188600000,0,119423.15,20.674201
,6016,.,92,2152626000,8282.8,7828.01,163223158.5,129,21681844800000,28339071600,0,33541.2,1.750386
,6017,.,92,3764904000,12435.77,8963.43,349881147.2,248,39208655800000,147785148000,0,32460.07,8.001764
,6095,.,92,6386495000,26771.62,22058.23,228281059.2,215,64499093200000,49436646000,0,15255.78,5.060639
,6139,.,92,7873834000,31749.68,39218.71,219289727.7,131,82846828800000,120540000000,0,18152.43,6.102536
,6146,.,92,16800378000,76909.68,49096.48,459460446.9,443,182836363200000,126352800000,0,157675.4,16.223815
,6147,.,92,11713059000,65152.44,43860.4,339028496.6,332,128901814000000,493239600000,0,55236.71,63.332415
,6155,.,92,5131640000,48346.66,17248.98,251821255.1,224,50601614200000,48333600000,0,25451.14,6.251378
,6178,.,92,4027707000,15840.3,10833.13,132948145.1,106,39666051600000,19658331000,0,8304.38,1.424421
,6193,.,92,7544424000,24446.82,25823.55,201821223.6,148,75381458600000,0,133030500000,13903.54,0
,6248,.,92,3094050000,13015.95,17714.24,204451158.4,125,33228540400000,3470871600,89920800000,7444.03,0.33043
,6264,.,92,6996298000,35592.39,20599.34,318346811.2,189,66016122000000,181783392000,0,18716.6,15.423043
,8042,.,92,12167453000,78560,49890.73,283702587.4,180,112837529600000,109426791600,0,41264.86,5.554796
,8102,.,92,14499313000,389739.45,68002.1,499751729,364,139684665600000,139615371000,0,204960.01,14.04774
,8226,.,92,3603627000,44575.35,10207.88,179755364.8,157,34863786000000,0,185965200000,23510.7,0
,,,,,,,,,,,,,
,3,.,93,9587830000,68443.48,29591.94,377913306.9,398,92020347000000,577970400,439104900000,36055.46,0.014884
,8,.,93,7814781000,102263.01,24976.49,349617579.3,461,76740914000000,129982213200,0,53793.03,12.659041
,470,.,93,3508811000,10714.97,16426.46,198686980.1,123,36759490000000,5163102000,85107000000,6040.44,0.361687
,602,.,93,7590638000,38843.9,22657.71,472623830.4,237,74451322000000,374568377400,0,20406.33,18.65441
,641,.,93,4992086000,89646.46,22829.64,283574802.5,256,51557972400000,51210600000,1169100000000,47179.51,5.961136
,708,.,93,1709185000,23393.79,6597.75,198001959.3,241,18504978000000,84928200000,0,12325.35,10.865491
,709,.,93,8170624000,82372.77,35577.38,308854285.4,379,79677835000000,115176600000,0,43377.05,14.735391
,728,.,93,4042421000,50705.68,13312.03,294034914.2,376,42618582600000,98662200000,0,31946.99,12.577178
,856,.,93,3050907000,23449.51,11624.75,190222728.9,159,30496432800000,68943667800,0,12368.5,3.706174
,861,.,93,3312320000,92314.7,27649.53,229514073.5,277,34932243600000,43050642600,0,48548.4,1.842668
,862,.,93,314252000,8060.19,1669.56,91933664.8,91,3488196800000,22751824200,0,4243.43,1.53903
,863,.,93,415003800,8807.18,1586.17,71918911.64,81,4672708600000,33356878800,0,4634.3,1.640243
,864,.,93,1093762500,27469.14,3640.41,144946351,142,11043231000000,126367361400,0,14419.9,18.038203
,876,.,93,3455972000,136965.27,32147.91,277247043.1,289,40411838000000,0,173447100000,72035.3,0
,879,.,93,4404895000,16658.75,25471.52,553390843.1,332,52258409200000,0,210283900000,9578.24,0
,887,.,93,7181803000,87055.43,22084.28,390215721.6,338,73433552800000,96475906800,0,45799.06,6.971775
,889,.,93,8157374390,195941.33,54673.56,364258576.9,274,85362712600000,89964000000,0,103022.86,4.554576
,983,.,93,9037767000,247015.37,61498.35,350184862.5,392,89110580800000,24276344400,0,129992.35,1.875413
,988,.,93,4453545000,67118.48,27772.41,346297850.7,330,43136564000000,91573162800,0,35356.13,9.007938
,991,.,93,733259000,8987.7,2820.9,124900761.8,103,8450026400000,62589996000,0,4723.22,4.500992
,994,.,93,9918811000,121508.09,28432.15,562471148.7,331,103225740400000,122953824000,0,114702.29,9.511025
,1004,.,93,214918050,5908.92,1406.65,68962901.82,62,2817011000000,72500400000,0,3105.01,5.62624
,1008,.,93,2368877250,46051.35,8595.47,158438289.5,143,25093838200000,288275400000,0,24189.41,22.371003
,1012,.,93,2275728000,43906.47,8746.73,112438026.1,88,24343942000000,7589400000,10557500000,23139.3,0.677233
,1047,.,93,728925960,4301.65,4367.63,95622419.14,54,9416641400000,43512000000,0,2400.15,5.507166
,1250,.,93,1734617000,4120.79,5685.9,123525893.8,140,19912696800000,0,373548800000,4478.63,0
,1355,.,93,3106330000,45194.5,10894.92,145668469.6,156,32507704200000,91140000000,0,23793.13,9.228225
,1356,.,93,10702203000,112707.72,33978.65,396096552.8,238,109106337800000,127596000000,0,59429.6,12.919515
,1357,.,93,917447000,19533.01,4974.15,73459223.37,103,10619086800000,12348000000,0,10279.27,1.250276
,1364,.,93,7313207000,182457.98,24732.64,352270949.1,327,75787671200000,202272000000,88355000000,96088.6,17.920617
,1570,.,93,286208000,2161.36,715.05,65021801.53,68,3091179200000,25464600000,0,1135.92,1.920066
,1606,.,93,866587000,9681.77,2854.86,39432242.59,67,8441519600000,0,0,5089.94,0
,1695,.,93,1713317000,8753.23,6036.65,146046538.5,153,16969578200000,15178800000,71600000000,4598.89,2.825028
,1745,.,93,3249484000,18932.15,11681.59,362431693.8,323,34299696000000,133296408000,0,9958.4,9.9129
,1943,.,93,466458200,1547.34,2485.16,45999577.96,47,5242056200000,18228000000,0,878.31,1.845645
,2080,.,93,2557790600,6865.92,12548.72,118257312,158,28241176000000,31329471600,0,3904.52,1.607497
,2103,.,93,9409548000,114538.71,28201.85,580063553.2,451,96007776400000,627186000000,0,61012.2,81.119074
,2107,.,93,3263580000,68327.61,26201.83,213783459.1,236,35582949000000,54663000000,0,35996.34,7.070011
,2526,.,93,760230800,11632.05,2751.66,94415788.75,70,8301100000000,18571896000,0,6121.93,0.705513
,2527,.,93,965926879,14850.55,3354.37,95512309.19,83,10163120800000,23100000000,0,7804.33,0.833517
,2535,.,93,1913271753,22965.43,5216.52,99085888.95,97,18012573000000,37537500000,0,12094.74,7.643054
,2549,.,93,3523557000,44372.14,16296.25,400449089.9,307,36869766200000,0,0,23362.25,0
,2554,.,93,3564144000,51519.38,10071.56,228144671.8,210,34545257400000,75348000000,0,27086.46,7.739802
,2642,.,93,1083524000,17403.36,3250.85,96142263.48,131,11352432400000,73029600000,0,9145.92,9.001985
,2706,.,93,2480792000,19814.51,10256.52,75763199.89,58,24280050400000,26980380000,0,10394.14,1.36935
,2718,.,93,3518076000,25991.16,10608.56,237679037.6,160,35130863800000,160266271200,0,13676.82,8.305402
,2721,.,93,2472508000,18141.86,7320.67,182676394.5,140,24416347200000,93692608800,0,9553.24,4.822492
,2727,.,93,11202631000,74993.68,30558.56,306905229.3,175,101691748000000,161711067000,0,39353.95,8.305402
,2790,.,93,434291710,2152.19,798.58,39486645.52,47,5626173000000,0,327600000,3182.61,0
,2850,.,93,14578047000,127505.85,60729.08,509997562.7,535,142201745400000,121577068200,0,67173.67,10.91312
,2864,.,93,2504404000,81266.16,13361.9,224914011.8,237,29360350000000,15005008200,0,42787.27,1.524146
,2872,.,93,6786165000,226488.81,40079.02,396165168,359,66703059400000,171028569600,0,119240.98,17.085612
,2876,.,93,7388107000,212787.23,46510.65,295491758.3,337,71875523400000,33674776800,0,112031.49,3.280485
,3098,.,93,2531729600,5612.63,12832.24,227939296.7,196,29024708600000,58895802000,0,21060.92,4.233076
,3130,.,93,1191618000,15004.62,4652.3,113171785.3,91,13245987200000,79473408000,0,7893.2,9.787872
,3131,.,93,3543023000,49777.26,13098.62,214368098.1,133,36100419600000,325735200000,0,26171.62,38.511466
,3138,.,93,1552108000,20919.47,7790.82,144668205.6,140,17359959600000,32517597000,0,11010.64,1.376792
,3140,.,93,8112732000,103954.57,15913.92,331570169.2,212,78668736400000,470318083200,0,54712.83,15.070287
,3149,.,93,9942653000,134581.54,28249.33,315343492.1,191,93149057600000,405057958200,0,70902.62,11.908875
,3178,.,93,2217695000,32769.48,10054.87,95926794.69,88,22605344800000,22686300000,0,17272.71,1.741455
,3297,.,93,4326470000,38617.6,18042.15,141047634.8,93,42463112000000,139055086800,0,20324.84,5.151433
,3497,.,93,5964132000,60227.69,17544.08,200642032.1,178,66350060400000,0,991415000000,40332,0
,3644,.,93,1359725000,5596.19,4568.25,60328175.04,90,14742940800000,8820000000,0,2923.2,0.669791
,3775,.,93,4112403000,20018.39,16794.38,174813419.2,169,38183389800000,33581557800,0,10481.91,2.621114
,3776,.,93,1533276000,10358.7,4607.68,139660227.7,125,15574316200000,105919984800,0,5423.87,25.463947
,3788,.,93,2089635000,13348.18,6451.55,200555422.9,187,22256921800000,233387540400,0,7031.93,5.998346
,3796,.,93,1236259000,8847.8,5503.37,98758379.32,119,12685782000000,39396000000,0,4637.82,1.994487
,3936,.,93,994852000,5878.7,4456.86,144743958.2,136,10129489200000,21442537200,0,3105.72,2.202867
,3945,.,93,158753000,1425.64,919.96,83951459.55,80,2053098000000,17173800000,0,746.23,1.294928
,3946,.,93,690858000,8293.4,4739.56,89193471.85,72,7187313800000,15397200000,0,4358.79,1.16097
,3947,.,93,4831300000,144768.12,31137.52,184930608.6,226,45902104400000,23238923400,0,76138.61,1.537541
,3948,.,93,6568100000,58117.48,27962.87,345862781.3,253,61692831600000,325371320400,0,30498.24,34.970507
,4054,.,93,1111269000,4286.24,6308.11,53920563.85,63,11564987600000,11942103600,0,2346.24,1.562845
,4072,.,93,1532576000,7557.27,9784.15,132905545.1,150,16887511800000,0,276860000000,4270.36,0
,4158,.,93,6043644000,22939.28,37186.12,231648613.2,252,66295504000000,60996600000,0,17387.51,4.599228
,4162,.,93,4565150000,20282.47,18688.73,191857816.6,212,48680815600000,29988000000,91124000000,16091.32,2.277288
,6002,.,93,14843774000,65358.72,43206.78,740635172.6,423,138965222800000,96003675600,2273250100000,34423.24,10.652646
,6004,.,93,8031451000,216064.61,25496.12,427256666.3,245,81742610800000,334000800000,0,113815.84,25.184123
,6016,.,93,2217871000,9176.17,8046.44,162825021.4,129,22346182400000,24290280000,0,34478.4,1.375303
,6017,.,93,5733074000,27850.67,13424.11,349890214.4,212,57986572800000,152505477600,0,38658.24,11.395369
,6095,.,93,6759133000,22499.22,23433.42,228327882.5,216,67879427000000,49436646000,0,12886.5,4.175028
,6139,.,93,8056686000,30951.21,40390.38,219961482.3,130,84490903200000,154644000000,0,17683.92,7.829107
,6146,.,93,15626801000,67533.08,45092,463201829.4,438,166995610400000,288640800000,0,124829.55,37.061742
,6147,.,93,11059499000,62534.75,40032.82,340080660.3,342,119097041400000,280526400000,0,51212.66,36.019846
,6155,.,93,4983003000,49688.22,18567.92,252916320.2,219,51380125000000,104722800000,0,26114.54,13.544653
,6178,.,93,4717859000,18276.08,12940.73,132582581.9,104,45767365200000,16351927200,0,9704.7,1.2086
,6193,.,93,7836167000,23945.29,26760.31,202313364.3,146,78308684000000,0,109518800000,13822.28,0
,6248,.,93,3049384000,12378.74,17738.25,204922926.7,126,33192912400000,1736670600,192126000000,7046.9,0.16075
,6264,.,93,5450685000,27405.04,16089.09,318786302.1,244,50985491200000,162885794400,0,14408.58,13.851268
,8042,.,93,13825005000,97442,56600.09,283856009.2,176,126811184600000,122073210000,0,51445,6.251378
,8102,.,93,13911035000,362232.07,64422.51,500360095.9,387,133941004200000,300229045200,0,190580.69,34.431698
,8226,.,93,3238308000,35630.16,6585.5,183846214.7,150,31700583200000,0,234178400000,18777,0
,,,,,,,,,,,,,
,3,.,94,9267520000,63328.77,27972.35,380200860.5,379,89182023600000,572871600,344280500000,33262.34,0.029768
,8,.,94,7412375000,96638.22,23477.89,357787829.6,438,71736253200000,129446528400,0,50832.88,5.338975
,470,.,94,3253066000,10144.28,15012.58,201043382.8,114,33838428200000,0,79245000000,5746.06,0
,602,.,94,8857557000,45856.27,26991.1,473056880.2,165,87568295800000,294688375800,0,24170.7,15.181918
,641,.,94,3953253000,67673.96,13682.98,288662887.9,242,41939433600000,66756988200,514200000000,35623.02,7.702591
,708,.,94,1316388000,14304.73,5266.44,208775145.1,234,14268059400000,121575300000,0,7520.76,15.554024
,709,.,94,7047765000,68416.37,30509.65,309881982.3,357,68371152800000,51189600000,0,35964,1.601544
,728,.,94,2346912000,32277.9,6476.86,296318661.5,357,25669641600000,133209300000,0,21558.51,6.816979
,856,.,94,3520325000,29485.84,11528.25,190524823.9,160,35417665800000,69742184400,0,15495.65,0.893054
,861,.,94,4144047000,69524.26,34742.29,231498757.8,289,43300038800000,55303390800,0,36528.66,0.73677
,862,.,94,441637300,11559.94,2326.53,92655657.08,104,4866725600000,38223074400,0,6082.56,1.571775
,863,.,94,357114600,7268.84,1292.09,71778057.63,88,3735933200000,49443811200,0,3824.92,2.734234
,864,.,94,1049082700,27896.59,3857.5,146214097.9,145,11437143400000,576345982800,0,14575.35,82.183297
,876,.,94,3521605000,132453.92,31683.79,279407675.8,268,40048601400000,0,121591000000,69729.65,0
,879,.,94,3354541000,13098.26,19892.6,558080886.7,319,41345209400000,0,226249400000,7504,0
,887,.,94,7184340000,65298.89,22687.86,401260603.2,333,75174083800000,140204265600,460657600000,35098.32,11.283738
,889,.,94,8640512550,225093.3,54742.96,375833941.9,275,88940500400000,85260000000,0,118492.15,4.316428
,983,.,94,9095228000,255580.79,60848.85,369668248,397,88849568600000,23698336200,0,134573.78,1.830761
,988,.,94,4348180000,55019.07,24356.58,349252011.5,210,42235569400000,126394317000,0,28944.42,13.285667
,991,.,94,553240000,7306.34,1816.22,126425343.4,100,6432140200000,104733514200,0,3845.22,2.155237
,994,.,94,10164108000,116281.23,26218.84,564335840.1,327,105303079400000,163907940000,0,121731.38,13.900386
,1004,.,94,290047050,7513.83,1837.42,70453751.38,57,3643528000000,79980600000,0,3950.48,6.206725
,1008,.,94,3057926050,48053.01,10146.96,161725253.6,133,32092398000000,224406000000,0,25272.47,14.288864
,1012,.,94,1850760800,38978.17,6874.09,117062138.5,97,19602266200000,4086600000,26880800000,20533.19,0.343826
,1047,.,94,837459500,5550.83,4732.06,96124198.07,54,10183168600000,79968000000,0,3058,10.121279
,1250,.,94,1784020000,3618.36,5454.58,125084926.7,138,20158168800000,0,409861500000,3883.75,0
,1355,.,94,3414563000,44636.32,8295.98,149081424,150,35678517200000,67032000000,0,23481.14,6.787211
,1356,.,94,10943635000,95401.77,30333.07,436861143.2,248,110592353000000,149940000000,0,50239.22,15.181918
,1357,.,94,923632000,20642.88,5111.96,73739016.76,100,10807562000000,15876000000,0,10871.84,1.607497
,1364,.,94,7081421000,187712.26,24487.31,361529616.9,319,74271271800000,226380000000,86510000000,98746.78,21.162404
,1570,.,94,323145000,2460.74,777.72,68197836.71,68,3493015000000,33755400000,0,1292.83,2.545204
,1606,.,94,886227200,10173.31,2640.7,39349184.48,67,8866334400000,0,0,5346.12,0
,1695,.,94,1974550000,9757.88,6965.57,147769725.7,151,19503373800000,14595000000,94800000000,5101.25,2.902426
,1745,.,94,3302270000,19499.91,11703.08,368898634.2,305,35258680000000,121543296000,0,10280.5,7.918412
,1943,.,94,475607300,1629.62,2657.11,46302977.37,46,5339760600000,16464000000,0,920,1.667034
,2080,.,94,2568280900,6635.12,5977.68,118757484.2,146,23492349200000,26722458000,0,4376.32,2.327894
,2103,.,94,11587748000,132645.56,32011.54,595651229.8,437,119714280600000,376311600000,0,69832.19,48.671444
,2107,.,94,2836889000,52608.44,20476.74,217016637.7,227,30801514000000,58115400000,0,28489.4,7.516538
,2526,.,94,626155457,8697.73,1981.6,93940096.17,55,6568250000000,9841083000,0,4565.95,0.379548
,2527,.,94,725181650,10666.75,2295.51,95501087.56,61,7421627400000,22522500000,0,5609.94,0.870728
,2535,.,94,1786920877,21659.13,4812.77,99779260.25,101,16747920000000,26366331600,0,11391.14,1.004686
,2549,.,94,3717172000,46618.29,11125.75,406735129.7,285,40155454400000,0,0,24537.37,0
,2554,.,94,3067662000,48379.31,6189.15,233939643.4,204,30393780600000,128218763400,0,25446.04,23.02591
,2642,.,94,938919000,15291.46,2880.29,96598470.83,107,10117431400000,46368000000,0,8034.49,1.942393
,2706,.,94,2130038000,18482.41,9035.87,76848846.32,74,21037690800000,31086090000,0,9725.43,1.577729
,2718,.,94,3510104000,27981.98,9151.63,240346686.8,138,34729191600000,186777108000,0,14725.7,9.52591
,2721,.,94,2135624000,14388.63,6427.98,198925920.1,132,21591231600000,100213549800,0,7584.81,5.120176
,2727,.,94,11481844000,76043.5,28734.38,316332615.7,173,103778011800000,208692775200,0,40031.04,10.68688
,2790,.,94,445507780,2844.26,863.31,39640775.19,50,6017637600000,0,531500000,4164.86,0
,2850,.,94,15360667000,143285.54,65151.89,514894862.2,535,149930038200000,158167485000,0,75496.84,8.504851
,2864,.,94,2333689000,74076.96,13847.9,225855563.1,225,26952552200000,13866232800,0,38992.94,0.616207
,2872,.,94,5737988000,195991.29,29830.24,401812781.4,369,57411515200000,252633658200,0,103145.78,24.691455
,2876,.,94,7960010000,230983.79,50559.1,296058206.7,337,79775369200000,31932978000,0,121532.41,3.110805
,3098,.,94,2258805000,5409.32,11746.95,231771263.5,191,26486812800000,139169419200,0,20321.38,4.596251
,3130,.,94,1241640000,15538.61,3723.44,114213485.7,79,13981551400000,87099885600,0,8165.75,9.04366
,3131,.,94,3118121000,49498.87,8952.33,226573300.1,118,34080877600000,347180400000,0,25988.73,42.795149
,3138,.,94,1296819000,17884.9,6489.32,140649604.9,124,14335983400000,30138028200,0,9410.91,1.726571
,3140,.,94,7034345000,100060.2,14143.18,351285174.2,209,69123693600000,800748538800,0,52588.4,22.138809
,3149,.,94,8322705000,118053.39,17040.58,321809354.5,187,80775740000000,710317616400,0,62002,19.267641
,3178,.,94,1463472000,21937.68,6150.13,113720561.4,87,15024786800000,29085000000,0,11552.9,2.232635
,3297,.,94,4284279000,41737.23,18088.98,141841774.1,93,41797088000000,185619268800,0,21958.8,3.268578
,3497,.,94,6843953000,62824.02,20016.66,202333557.6,192,75154754000000,0,927707600000,41830.28,0
,3644,.,94,1366958000,5303.15,4729.55,61128257.92,90,15066556200000,9408000000,0,2774.2,0.714443
,3775,.,94,4415564000,21573.4,18249.03,177045409.6,173,41501056200000,38777075400,0,11337.43,3.14355
,3776,.,94,1706323000,11382.57,5120.82,140195274.9,129,17235801400000,130527276600,0,5937.19,30.340022
,3788,.,94,2109207000,12985.31,6501.93,203592474.7,179,22324395200000,262697316000,0,6827.24,9.1672
,3796,.,94,996138000,8507.57,4419.02,94769849.57,106,10168111000000,29400000000,0,4488.05,1.488423
,3936,.,94,981937000,5646.48,4314.71,148354974.2,134,9867074200000,18483444000,0,2963.11,1.905182
,3945,.,94,262443000,2473.55,1509.22,84966344.91,77,3332698000000,26056800000,0,1296.14,1.964719
,3946,.,94,765440000,9150.82,5296.83,89950917.28,72,8016248000000,13028400000,14761200000,4830,0.982359
,3947,.,94,4498271000,139385.68,29481.12,185221662.1,235,43343528000000,25659261600,0,73317.77,1.696803
,3948,.,94,8600090000,82858.06,26569.74,354032232.8,250,83939186400000,243148718400,0,43707.49,25.5086
,4054,.,94,1156103000,3946.83,4192.51,54164926.75,65,11624082400000,5118120000,0,2250.57,0.535832
,4072,.,94,1677014000,6700.04,8354.53,136127740.9,143,20063498000000,0,295796000000,3526.29,0
,4158,.,94,6183480000,24617.77,37027.93,235377485,249,68006864800000,71736000000,0,19190.16,5.44763
,4162,.,94,4951002000,20459.64,19873.14,200250076.9,209,51901663200000,18228000000,122511400000,19618.06,1.384234
,6002,.,94,14042675000,61033.4,40862.96,743500676.1,391,130902092200000,130477645200,2860199800000,32269.5,12.62183
,6004,.,94,7507569000,219356.75,24125.02,429971638.2,245,76324016000000,314458200000,97965000000,115469.7,23.710584
,6016,.,94,2154023000,9634.37,7957.26,163610036.5,129,21670336800000,26844753600,0,36265.32,0.890077
,6017,.,94,5232107000,26093.41,12872.07,354080222.4,239,55061577800000,165876606000,0,34909.31,5.638148
